Wall time,Step,Value
1589169655.0682154,8724000,-673.6119995117188
1589169730.0408962,8760000,-665.81201171875
1589169754.1826408,8772000,-682.2786865234375
1589169904.092982,8844000,-662.9564208984375
1589169954.795348,8868000,-661.2564697265625
1589169978.320785,8880000,-662.3619995117188
1589170005.8733435,8892000,-657.1175537109375
1589170029.7853816,8904000,-666.1953125
1589170080.3149185,8928000,-641.6300659179688
1589170154.7861898,8964000,-646.5050659179688
1589170178.7038372,8976000,-662.3619995117188
1589170254.9105818,9012000,-643.2953491210938
1589170278.837346,9024000,-657.7620239257812
1589170305.8910966,9036000,-661.0300903320312
1589170353.8840437,9060000,-648.2175903320312
1589170404.6301606,9084000,-663.8064575195312
1589170479.4345994,9120000,-649.4119873046875
1589170503.9261086,9132000,-647.2398071289062
1589170554.8330512,9156000,-644.3953247070312
1589170630.1939344,9192000,-639.334228515625
1589170654.1169713,9204000,-629.4119873046875
1589170681.0326385,9216000,-632.3508911132812
1589170728.659765,9240000,-640.65087890625
1589170755.8978162,9252000,-645.9800415039062
1589170779.7343729,9264000,-653.0453491210938
1589170830.7015297,9288000,-635.771728515625
1589170855.0249743,9300000,-628.6008911132812
1589170878.7860296,9312000,-623.8231201171875
1589171006.026387,9372000,-613.4730834960938
1589171105.1776886,9420000,-611.8842163085938
1589171132.5930436,9432000,-623.1342163085938
1589171180.680593,9456000,-613.9619750976562
1589171232.5112422,9480000,-620.56201171875
1589171283.5586104,9504000,-615.217529296875
1589171308.2823694,9516000,-607.2119750976562
1589171332.409159,9528000,-615.2953491210938
1589171359.129888,9540000,-626.830078125
1589171383.177752,9552000,-628.6342163085938
1589171407.0140276,9564000,-619.3564453125
1589171458.2560863,9588000,-622.7064208984375
1589171509.206311,9612000,-633.4175415039062
1589171557.317169,9636000,-633.3731079101562
1589171631.9676356,9672000,-624.0786743164062
1589171683.017491,9696000,-635.4953002929688
1589171707.3859117,9708000,-634.4453125
1589171734.1733382,9720000,-619.96337890625
1589171833.4366434,9768000,-633.2842407226562
1589171884.2316198,9792000,-638.6925659179688
1589171908.0906656,9804000,-621.5286865234375
1589171958.9576886,9828000,-620.3634033203125
1589172033.8186378,9864000,-634.6675415039062
1589172081.3634222,9888000,-621.2064208984375
1589172107.9106174,9900000,-614.6759033203125
1589172131.7016733,9912000,-620.2119750976562
1589172206.5332084,9948000,-609.3231201171875
1589172280.5474281,9984000,-599.467529296875
1589172304.7132883,9996000,-606.584228515625
1589172356.1705112,10020000,-607.2064208984375
1589172408.641354,10044000,-607.896728515625
1589172457.7118156,10068000,-604.5675659179688
1589172585.9743361,10128000,-617.2008666992188
1589172637.3144994,10152000,-616.2550659179688
1589172661.884174,10164000,-612.2564086914062
1589172686.4389486,10176000,-606.8453369140625
1589172713.177093,10188000,-611.90087890625
1589172789.0559733,10224000,-604.7675170898438
1589172939.864817,10296000,-606.6258544921875
1589172987.8396378,10320000,-600.4508666992188
1589173014.6279616,10332000,-610.58837890625
1589173038.810636,10344000,-616.1786499023438
1589173062.6956341,10356000,-608.511962890625
1589173089.1567872,10368000,-611.9508666992188
1589173188.4208808,10416000,-605.3731079101562
1589173238.9585865,10440000,-610.2467041015625
1589173263.4950857,10452000,-606.2620239257812
1589173338.5672088,10488000,-591.3009033203125
1589173362.9051137,10500000,-603.7008666992188
1589173389.7908046,10512000,-588.4342041015625
1589173414.0700722,10524000,-580.467529296875
1589173437.7338858,10536000,-581.9064331054688
1589173488.5820737,10560000,-575.4564208984375
1589173512.3321233,10572000,-582.4453125
1589173539.08252,10584000,-570.58837890625
1589173563.6245394,10596000,-578.4286499023438
1589173615.780687,10620000,-576.46337890625
1589173691.3098178,10656000,-565.3925170898438
1589173739.7821078,10680000,-567.6953125
1589173766.910499,10692000,-576.2675170898438
1589173814.8826246,10716000,-573.1786499023438
1589173842.2982788,10728000,-572.8258666992188
1589173917.8502147,10764000,-578.7258911132812
1589173942.7147918,10776000,-571.6064453125
1589173996.597472,10800000,-574.4841918945312
1589174021.30189,10812000,-589.0064086914062
1589174198.7801445,10896000,-558.9786376953125
1589174225.6235037,10908000,-553.7300415039062
1589174250.0413394,10920000,-567.1564331054688
