Wall time,Step,Value
1589183630.2970312,15456000,141.4666748046875
1589183681.4402843,15480000,347.74139404296875
1589183728.567053,15504000,103.119873046875
1589183755.4540067,15516000,103.24968719482422
1589183780.1471207,15528000,566.18505859375
1589183803.8812287,15540000,109.36349487304688
1589183854.804858,15564000,157.00082397460938
1589183929.464969,15600000,46.93362045288086
1589183953.2050548,15612000,43.60955810546875
1589184004.2377863,15636000,51.337677001953125
1589184028.0218594,15648000,45.924278259277344
1589184054.556592,15660000,163.88124084472656
1589184102.625002,15684000,129.4180450439453
1589184204.4767847,15732000,139.8782501220703
1589184252.118013,15756000,100.11614990234375
1589184278.5811365,15768000,80.7881088256836
1589184326.6493688,15792000,199.37710571289062
1589184353.7093432,15804000,39.44837188720703
1589184428.8034234,15840000,155.2323760986328
1589184453.3193636,15852000,283.3440246582031
1589184579.4528487,15912000,49.94224166870117
1589184603.4304843,15924000,30.7519588470459
1589184627.498957,15936000,232.23452758789062
1589184654.2641287,15948000,53.60676193237305
1589184701.5421872,15972000,67.11874389648438
1589184752.7186422,15996000,44.414188385009766
1589184776.7419622,16008000,184.57684326171875
1589184803.912819,16020000,65.47529602050781
1589184828.0128365,16032000,120.77192687988281
1589184851.495406,16044000,54.1871337890625
1589184878.1437979,16056000,350.2026672363281
1589184952.3621054,16092000,138.91014099121094
1589185026.8092773,16128000,372.6437683105469
1589185074.3719287,16152000,20.269929885864258
1589185124.9374897,16176000,36.19572448730469
1589185148.6623664,16188000,91.16453552246094
1589185175.665918,16200000,26.105045318603516
1589185199.510853,16212000,346.6416015625
1589185223.4365547,16224000,152.3289794921875
1589185325.2050617,16272000,250.9381866455078
1589185423.7709053,16320000,150.1758270263672
1589185474.3892775,16344000,25.927370071411133
1589185498.7028391,16356000,251.79055786132812
1589185573.6961234,16392000,64.25713348388672
1589185597.498691,16404000,64.83685302734375
1589185624.4248614,16416000,110.40174865722656
1589185699.5688705,16452000,31.94622039794922
1589185774.0614374,16488000,2089.1474609375
1589185797.823491,16500000,918.0150146484375
1589185821.882647,16512000,218.10076904296875
1589185872.8410509,16536000,41.572750091552734
